,id,week,match_header,home_team,home_wins,home_losses,home_ties,home_pts,home_pts_output,home_blk,home_blk_output,home_3pm,home_3pm_output,home_stl,home_stl_output,home_ast,home_ast_output,home_reb,home_reb_output,home_to,home_to_output,away_team,away_wins,away_losses,away_ties,away_pts,away_pts_output,away_blk,away_blk_output,away_3pm,away_3pm_output,away_stl,away_stl_output,away_ast,away_ast_output,away_reb,away_reb_output,away_to,away_to_output,match_output
65,ec13e6418a93a06042befcf196b8c1cc741e3537eadb858a4b94a180a4eb11bb,14,Box Score(Team(Porto Alegre Sacis) at Team(Dallas Sem Mavericks)),Team(Dallas Sem Mavericks),4,3,0,679.0,WIN,26.0,LOSS,71.0,LOSS,46.0,WIN,163.0,WIN,267.0,WIN,94.0,LOSS,Team(Porto Alegre Sacis),3,4,0,654.0,LOSS,38.0,WIN,83.0,WIN,36.0,LOSS,133.0,LOSS,235.0,LOSS,65.0,WIN,HOME
66,adf8706837578bd4b9ad6c9b8c6df630c95500658d70416bcdc91a82681ae3ce,14,Box Score(Team(Jamallers) at Team(Miami Raters)),Team(Miami Raters),6,1,0,586.0,WIN,25.0,WIN,77.0,WIN,39.0,WIN,128.0,WIN,171.0,WIN,61.0,LOSS,Team(Jamallers),1,6,0,407.0,LOSS,10.0,LOSS,37.0,LOSS,20.0,LOSS,121.0,LOSS,138.0,LOSS,48.0,WIN,HOME
67,bf4d27cde9ea329627a7a8ca3044cdb80d2aa6e0f16554d07155e3b362c5f486,14,Box Score(Team(Botafogo Trentini) at Team(Spartans)),Team(Spartans),1,6,0,579.0,LOSS,14.0,LOSS,53.0,LOSS,33.0,LOSS,143.0,LOSS,162.0,LOSS,63.0,WIN,Team(Botafogo Trentini),6,1,0,838.0,WIN,20.0,WIN,61.0,WIN,47.0,WIN,275.0,WIN,322.0,WIN,122.0,LOSS,AWAY
68,18613d22e74465562e192c73b3c152282d071db9ba32d2ddb9c0a43968175ca7,14,Box Score(Team(Pestana's) at Team(Team Squirtle)),Team(Team Squirtle),1,6,0,276.0,LOSS,15.0,LOSS,39.0,LOSS,12.0,LOSS,68.0,LOSS,112.0,LOSS,31.0,WIN,Team(Pestana's),6,1,0,601.0,WIN,29.0,WIN,54.0,WIN,30.0,WIN,131.0,WIN,205.0,WIN,76.0,LOSS,AWAY
69,19976ba02ea22d21b898765f804deca486c98579dbee0b2f5cc1ce123e6a8dbb,14,Box Score(Team(Red Devils) at Team(FlaLakers)),Team(FlaLakers),5,2,0,718.0,WIN,33.0,WIN,57.0,LOSS,62.0,WIN,154.0,WIN,286.0,WIN,79.0,LOSS,Team(Red Devils),2,5,0,654.0,LOSS,30.0,LOSS,58.0,WIN,25.0,LOSS,134.0,LOSS,206.0,LOSS,69.0,WIN,HOME
70,0e7df5d3cdd16d2ffa00b5c0e2b4ea855f77b2716c3768e74ae4174e39f82af8,15,Box Score(Team(Dallas Sem Mavericks) at Team(Jamallers)),Team(Jamallers),1,6,0,438.0,LOSS,8.0,LOSS,42.0,LOSS,19.0,LOSS,113.0,LOSS,138.0,LOSS,45.0,WIN,Team(Dallas Sem Mavericks),6,1,0,670.0,WIN,37.0,WIN,44.0,WIN,29.0,WIN,184.0,WIN,323.0,WIN,84.0,LOSS,AWAY
71,08f13bf014f5e9ed0e97155db7d47e3ef59b640d1fc4c4a784b4f72c9bd98f6b,15,Box Score(Team(Miami Raters) at Team(Botafogo Trentini)),Team(Botafogo Trentini),3,4,0,748.0,LOSS,14.0,LOSS,44.0,LOSS,37.0,LOSS,238.0,WIN,307.0,WIN,85.0,WIN,Team(Miami Raters),4,3,0,799.0,WIN,29.0,WIN,101.0,WIN,38.0,WIN,206.0,LOSS,244.0,LOSS,95.0,LOSS,AWAY
72,a82d2ea6396f5dbad86dce6cddfa65f235a65b5fa565fa8357a2d50f313c1501,15,Box Score(Team(Spartans) at Team(Pestana's)),Team(Pestana's),5,2,0,819.0,WIN,28.0,WIN,69.0,LOSS,44.0,WIN,177.0,WIN,253.0,WIN,79.0,LOSS,Team(Spartans),2,5,0,542.0,LOSS,18.0,LOSS,71.0,WIN,28.0,LOSS,150.0,LOSS,160.0,LOSS,64.0,WIN,HOME
73,5a713f4eb0e66f06d8b83b74d2534d960669e28c66d457bac5ff00d287cc2ac9,15,Box Score(Team(Team Squirtle) at Team(Red Devils)),Team(Red Devils),6,1,0,770.0,WIN,39.0,WIN,78.0,WIN,27.0,WIN,150.0,WIN,230.0,WIN,76.0,LOSS,Team(Team Squirtle),1,6,0,391.0,LOSS,20.0,LOSS,48.0,LOSS,18.0,LOSS,87.0,LOSS,132.0,LOSS,43.0,WIN,HOME
74,b8de57a5542c97cff9ccf41d16ad54583f35978481f687558fc982c1dd4afd42,15,Box Score(Team(FlaLakers) at Team(Porto Alegre Sacis)),Team(Porto Alegre Sacis),3,4,0,554.0,LOSS,24.0,LOSS,75.0,WIN,31.0,LOSS,140.0,WIN,163.0,LOSS,56.0,WIN,Team(FlaLakers),4,3,0,698.0,WIN,25.0,WIN,68.0,LOSS,44.0,WIN,133.0,LOSS,280.0,WIN,80.0,LOSS,AWAY
75,e68266aae93d8a7b2ba0da0062dc2f9dd74e99bc038ae367b8a134724401e2f8,16,Box Score(Team(Botafogo Trentini) at Team(Dallas Sem Mavericks)),Team(Dallas Sem Mavericks),2,4,1,100.0,LOSS,5.0,LOSS,10.0,WIN,9.0,TIE,31.0,LOSS,31.0,LOSS,14.0,WIN,Team(Botafogo Trentini),4,2,1,153.0,WIN,6.0,WIN,6.0,LOSS,9.0,TIE,52.0,WIN,68.0,WIN,20.0,LOSS,UNDECIDED
76,53ad1259e76e09a103d30c718cd1eac487ddea201237a5f07dcfefb7b283762d,16,Box Score(Team(Pestana's) at Team(Miami Raters)),Team(Miami Raters),4,3,0,112.0,LOSS,5.0,WIN,17.0,WIN,8.0,WIN,29.0,WIN,26.0,LOSS,15.0,LOSS,Team(Pestana's),3,4,0,158.0,WIN,4.0,LOSS,15.0,LOSS,1.0,LOSS,23.0,LOSS,29.0,WIN,8.0,WIN,UNDECIDED
77,a2ccf5ef8afe5b89d1b19bff9012dc1a19c83e13d40845d60f605cdedbe291de,16,Box Score(Team(Red Devils) at Team(Spartans)),Team(Spartans),1,6,0,47.0,LOSS,0.0,LOSS,5.0,LOSS,3.0,LOSS,12.0,LOSS,12.0,LOSS,6.0,WIN,Team(Red Devils),6,1,0,256.0,WIN,8.0,WIN,16.0,WIN,8.0,WIN,50.0,WIN,63.0,WIN,16.0,LOSS,UNDECIDED
78,ea57fc1235fc8478b47de51eedba6e7b221e4a1cd7f3506b93700b0de673b0cc,16,Box Score(Team(Porto Alegre Sacis) at Team(Team Squirtle)),Team(Team Squirtle),1,6,0,46.0,LOSS,0.0,LOSS,4.0,LOSS,3.0,LOSS,10.0,LOSS,10.0,LOSS,3.0,WIN,Team(Porto Alegre Sacis),6,1,0,113.0,WIN,5.0,WIN,16.0,WIN,8.0,WIN,17.0,WIN,35.0,WIN,10.0,LOSS,UNDECIDED
79,e6211cacdf69442ad421082c68caf6f360473eb9254f8f9cd850df3b4e40ae27,16,Box Score(Team(Jamallers) at Team(FlaLakers)),Team(FlaLakers),6,1,0,165.0,WIN,12.0,WIN,13.0,WIN,8.0,WIN,23.0,WIN,57.0,WIN,21.0,LOSS,Team(Jamallers),1,6,0,74.0,LOSS,2.0,LOSS,5.0,LOSS,4.0,LOSS,22.0,LOSS,26.0,LOSS,7.0,WIN,UNDECIDED
